"speOsNum" "tyyppi" "maakunta" "spe1Rat" "spe2Rat" "spe3Rat" "spe4Rat" "spe5Rat" "spe6Rat" "spe7Rat" "spe8Rat" "spe9Rat" "spe10Rat" "spe11Rat" "spe12Rat" "spe13Rat" "spe14Rat" "spe15Rat" "spe16Rat" "spe17Rat" "spe18Rat" "spe19Rat" "spe20Rat" "spe21Rat" "spe22Rat" "spe23Rat" "spe24Rat" "spe25Rat" "spe26Rat" "spe27Rat" "spe28Rat" "spe29Rat" "spe30Rat" "spe31Rat"
5 "MetsaKeskim" 4 0 0.003942828979793 0.00098570724494825 0.00098570724494825 0.103397560765722 0.00478772090403436 0 0.00295712173484475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000985707244948249 0 0 0 0 0 0 0
6 "MetsaKeskim" 4 0.00580738106023247 0.00254104769351055 0.00111694404110354 0.00436538962731301 0.0148553557466771 0.12791181106271 0 0.00189880486987602 0.00111694404110354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 "MetsaKeskim" 4 0 0 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 "MetsaKeskim" 4 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "MetsaKeskim" 4 0.00952380952380951 0 0 0 0 0 0 0 0 0 0.0952380952380952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 "MetsaVart" 4 0.0882319638214568 0.00295421324710942 0.0014917541757949 0.00137692237443893 0.00039012059953924 0.000144490329887044 0.000289631517115921 0.000228450926983569 0.000189399486473557 0 0 0 0 0 0 0 0 8.62385977929428e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
2 "MetsaVart" 4 0.00182254016535811 0.104102144960083 0.000902691781886741 0.00137796209825934 0.000959086643605418 0.000621869404591918 0.000150679906351809 0.000190028767690199 0.000217415575181718 0 0 0 0 0 0 0 0 4.84777971688967e-05 0 0 0 0 0 0 0 0 6.61060870484954e-05 0 0 0 0
3 "MetsaVart" 4 0 0.000154490259389145 0.087433977627799 0.0277494713540286 0.0023246202530648 0.00245382028663093 0.000154490259389146 0.00112391663705603 0.000360477271908007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 "MetsaVart" 4 0.00140939945074874 0.00151902106761115 0.00620715261734468 0.113080090570652 0.00192584351957244 0.00290170475154153 0.000145085237577076 0 0.000725426187885383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
